Time (decimal days from 0 A.D), Extinction coefficient beta (m^-1), Ice water content of cloud IWC (g m^{-3})
731112.27720154868438839912, 0.00002364778501743420, 0.00021778449281741166
731112.27731728937942534685, 0.00003480674728796623, 0.00038067480447558566
731112.27743303007446229458, 0.00001058244205422411, 0.00011251051319002969
731112.27754877076949924231, 0.00001102439857165817, 0.00010158132076116436
731112.27766451146453619003, 0.00000290983223706425, 0.00002528054904953975
731112.27778025215957313776, 0.00003021732455871177, 0.00025960684797534571
731112.27789599285461008549, 0.00000506016337306154, 0.00003583796354453661
731112.27801173354964703321, 0.00003880364938752010, 0.00061467986021480230
731112.27812747424468398094, 0.00002934254275797140, 0.00028726120246368137
731112.27824321493972092867, 0.00002152745568218865, 0.00019647322857827180
731112.27835895563475787640, 0.00001232902277026604, 0.00012839737699062620
731112.27847469632979482412, 0.00001574063516979687, 0.00016128694531056918
731112.27859043702483177185, 0.00000000000000000000, 0.00000000000000000000
731112.27870617771986871958, 0.00000000000000000000, 0.00000000000000000000
731112.27882191841490566730, 0.00000000000000000000, 0.00000000000000000000
731112.27893765910994261503, 0.00000000000000000000, 0.00000000000000000000
731112.27905339980497956276, 0.00000000000000000000, 0.00000000000000000000
731112.27916914050001651049, 0.00000000000000000000, 0.00000000000000000000
731112.27928488119505345821, 0.00000000000000000000, 0.00000000000000000000
731112.27940062189009040594, 0.00000000000000000000, 0.00000000000000000000
731112.27951636258512735367, 0.00000000000000000000, 0.00000000000000000000
731112.27963210328016430140, 0.00000000000000000000, 0.00000000000000000000
731112.27974784397520124912, 0.00000000000000000000, 0.00000000000000000000
731112.27986358467023819685, 0.00000000000000000000, 0.00000000000000000000
731112.27997932536527514458, 0.00000000000000000000, 0.00000000000000000000
731112.28009506606031209230, 0.00000000000000000000, 0.00000000000000000000
731112.28021080675534904003, 0.00000000000000000000, 0.00000000000000000000
731112.28032654745038598776, 0.00000000000000000000, 0.00000000000000000000
731112.28044228814542293549, 0.00000000000000000000, 0.00000000000000000000
731112.28055802884045988321, 0.00000000000000000000, 0.00000000000000000000
731112.28067376953549683094, 0.00000000000000000000, 0.00000000000000000000
731112.28078951023053377867, 0.00000000000000000000, 0.00000000000000000000
731112.28090525092557072639, 0.00000000000000000000, 0.00000000000000000000
731112.28102099162060767412, 0.00000000000000000000, 0.00000000000000000000
731112.28113673231564462185, 0.00000000000000000000, 0.00000000000000000000
731112.28125247301068156958, 0.00000000000000000000, 0.00000000000000000000
731112.28136821370571851730, 0.00000000000000000000, 0.00000000000000000000
731112.28148395440075546503, 0.00000000000000000000, 0.00000000000000000000
731112.28159969509579241276, 0.00000000000000000000, 0.00000000000000000000
731112.28171543579082936049, 0.00000000000000000000, 0.00000000000000000000
731112.28183117648586630821, 0.00000000000000000000, 0.00000000000000000000
731112.28194691718090325594, 0.00000000000000000000, 0.00000000000000000000
731112.28206265787594020367, 0.00000000000000000000, 0.00000000000000000000
731112.28217839857097715139, 0.00000000000000000000, 0.00000000000000000000
731112.28229413926601409912, 0.00000000000000000000, 0.00000000000000000000
731112.28240987996105104685, 0.00000000000000000000, 0.00000000000000000000
731112.28252562065608799458, 0.00000000000000000000, 0.00000000000000000000
731112.28264136135112494230, 0.00000000000000000000, 0.00000000000000000000
731112.28275710204616189003, 0.00000000000000000000, 0.00000000000000000000
731112.28287284274119883776, 0.00000000000000000000, 0.00000000000000000000
731112.28298858343623578548, 0.00000000000000000000, 0.00000000000000000000
731112.28310432413127273321, 0.00000000000000000000, 0.00000000000000000000
731112.28322006482630968094, 0.00000000000000000000, 0.00000000000000000000
731112.28333580552134662867, 0.00000000000000000000, 0.00000000000000000000
731112.28345154621638357639, 0.00000000000000000000, 0.00000000000000000000
731112.28356728691142052412, 0.00000000000000000000, 0.00000000000000000000
731112.28368302760645747185, 0.00000000000000000000, 0.00000000000000000000
731112.28379876830149441957, 0.00000000000000000000, 0.00000000000000000000
731112.28391450899653136730, 0.00000000000000000000, 0.00000000000000000000
731112.28403024969156831503, 0.00000000000000000000, 0.00000000000000000000
731112.28414599038660526276, 0.00000000000000000000, 0.00000000000000000000
731112.28426173108164221048, 0.00000000000000000000, 0.00000000000000000000
731112.28437747177667915821, 0.00000000000000000000, 0.00000000000000000000
731112.28449321247171610594, 0.00000000000000000000, 0.00000000000000000000
731112.28460895316675305367, 0.00000000000000000000, 0.00000000000000000000
731112.28472469386179000139, 0.00000000000000000000, 0.00000000000000000000
731112.28484043455682694912, 0.00000000000000000000, 0.00000000000000000000
731112.28495617525186389685, 0.00000000000000000000, 0.00000000000000000000
731112.28507191594690084457, 0.00000000000000000000, 0.00000000000000000000
731112.28518765664193779230, 0.00000000000000000000, 0.00000000000000000000
731112.28530339733697474003, 0.00000000000000000000, 0.00000000000000000000
731112.28541913803201168776, 0.00000000000000000000, 0.00000000000000000000
731112.28553487872704863548, 0.00000000000000000000, 0.00000000000000000000
731112.28565061942208558321, 0.00000000000000000000, 0.00000000000000000000
731112.28576636011712253094, 0.00000000000000000000, 0.00000000000000000000
731112.28588210081215947866, 0.00000000000000000000, 0.00000000000000000000
731112.28599784150719642639, 0.00000000000000000000, 0.00000000000000000000
731112.28611358220223337412, 0.00000000000000000000, 0.00000000000000000000
731112.28622932289727032185, 0.00000000000000000000, 0.00000000000000000000
731112.28634506359230726957, 0.00000000000000000000, 0.00000000000000000000
731112.28646080428734421730, 0.00000000000000000000, 0.00000000000000000000
731112.28657654498238116503, 0.00000000000000000000, 0.00000000000000000000
731112.28669228567741811275, 0.00000000000000000000, 0.00000000000000000000
731112.28680802637245506048, 0.00000000000000000000, 0.00000000000000000000
731112.28692376706749200821, 0.00000000000000000000, 0.00000000000000000000
731112.28703950776252895594, 0.00000000000000000000, 0.00000000000000000000
731112.28715524845756590366, 0.00000000000000000000, 0.00000000000000000000
731112.28727098915260285139, 0.00000000000000000000, 0.00000000000000000000
731112.28738672984763979912, 0.00000000000000000000, 0.00000000000000000000
731112.28750247054267674685, 0.00000000000000000000, 0.00000000000000000000
731112.28761821123771369457, 0.00000000000000000000, 0.00000000000000000000
731112.28773395193275064230, 0.00000000000000000000, 0.00000000000000000000
731112.28784969262778759003, 0.00000000000000000000, 0.00000000000000000000
731112.28796543332282453775, 0.00000000000000000000, 0.00000000000000000000
731112.28808117401786148548, 0.00000000000000000000, 0.00000000000000000000
731112.28819691471289843321, 0.00000000000000000000, 0.00000000000000000000
731112.28831265540793538094, 0.00000000000000000000, 0.00000000000000000000
731112.28842839610297232866, 0.00000000000000000000, 0.00000000000000000000
731112.28854413679800927639, 0.00000000000000000000, 0.00000000000000000000
731112.28865987749304622412, 0.00000000000000000000, 0.00000000000000000000
731112.28877561818808317184, 0.00000000000000000000, 0.00000000000000000000
731112.28889135888312011957, 0.00000000000000000000, 0.00000000000000000000
731112.28900709957815706730, 0.00000000000000000000, 0.00000000000000000000
731112.28912284027319401503, 0.00000000000000000000, 0.00000000000000000000
731112.28923858096823096275, 0.00000000000000000000, 0.00000000000000000000
731112.28935432166326791048, 0.00000000000000000000, 0.00000000000000000000
731112.28947006235830485821, 0.00000000000000000000, 0.00000000000000000000
731112.28958580305334180593, 0.00000000000000000000, 0.00000000000000000000
731112.28970154374837875366, 0.00000000000000000000, 0.00000000000000000000
731112.28981728444341570139, 0.00000000000000000000, 0.00000000000000000000
731112.28993302513845264912, 0.00000000000000000000, 0.00000000000000000000
731112.29004876583348959684, 0.00000000000000000000, 0.00000000000000000000
731112.29016450652852654457, 0.00000000000000000000, 0.00000000000000000000
731112.29028024722356349230, 0.00000000000000000000, 0.00000000000000000000
731112.29039598791860044003, 0.00000000000000000000, 0.00000000000000000000
731112.29051172861363738775, 0.00000000000000000000, 0.00000000000000000000
731112.29062746930867433548, 0.00000000000000000000, 0.00000000000000000000
731112.29074321000371128321, 0.00000000000000000000, 0.00000000000000000000
731112.29085895069874823093, 0.00000000000000000000, 0.00000000000000000000
731112.29097469139378517866, 0.00000000000000000000, 0.00000000000000000000
731112.29109043208882212639, 0.00000000000000000000, 0.00000000000000000000
731112.29120617278385907412, 0.00000000000000000000, 0.00000000000000000000
731112.29132191347889602184, 0.00000000000000000000, 0.00000000000000000000
731112.29143765417393296957, 0.00000000000000000000, 0.00000000000000000000
731112.29155339486896991730, 0.00000000000000000000, 0.00000000000000000000
731112.29166913556400686502, 0.00000000000000000000, 0.00000000000000000000
731112.29178487625904381275, 0.00000000000000000000, 0.00000000000000000000
731112.29190061695408076048, 0.00000000000000000000, 0.00000000000000000000
731112.29201635764911770821, 0.00000000000000000000, 0.00000000000000000000
731112.29213209834415465593, 0.00000000000000000000, 0.00000000000000000000
731112.29224783903919160366, 0.00000000000000000000, 0.00000000000000000000
731112.29236357973422855139, 0.00000000000000000000, 0.00000000000000000000
731112.29247932042926549911, 0.00000000000000000000, 0.00000000000000000000
731112.29259506112430244684, 0.00000000000000000000, 0.00000000000000000000
731112.29271080181933939457, 0.00000000000000000000, 0.00000000000000000000
731112.29282654251437634230, 0.00000000000000000000, 0.00000000000000000000
731112.29294228320941329002, 0.00000000000000000000, 0.00000000000000000000
731112.29305802390445023775, 0.00000000000000000000, 0.00000000000000000000
731112.29317376459948718548, 0.00000000000000000000, 0.00000000000000000000
731112.29328950529452413321, 0.00000000000000000000, 0.00000000000000000000
731112.29340524598956108093, 0.00000000000000000000, 0.00000000000000000000
731112.29352098668459802866, 0.00000000000000000000, 0.00000000000000000000
731112.29363672737963497639, 0.00000000000000000000, 0.00000000000000000000
731112.29375246807467192411, 0.00000000000000000000, 0.00000000000000000000
731112.29386820876970887184, 0.00000000000000000000, 0.00000000000000000000
731112.29398394946474581957, 0.00000000000000000000, 0.00000000000000000000
731112.29409969015978276730, 0.00000000000000000000, 0.00000000000000000000
731112.29421543085481971502, 0.00000000000000000000, 0.00000000000000000000
731112.29433117154985666275, 0.00000000000000000000, 0.00000000000000000000
731112.29444691224489361048, 0.00000000000000000000, 0.00000000000000000000
731112.29456265293993055820, 0.00000000000000000000, 0.00000000000000000000
731112.29467839363496750593, 0.00000000000000000000, 0.00000000000000000000
731112.29479413433000445366, 0.00000000000000000000, 0.00000000000000000000
731112.29490987502504140139, 0.00000000000000000000, 0.00000000000000000000
731112.29502561572007834911, 0.00000000000000000000, 0.00000000000000000000
731112.29514135641511529684, 0.00000000000000000000, 0.00000000000000000000
731112.29525709711015224457, 0.00000000000000000000, 0.00000000000000000000
731112.29537283780518919230, 0.00000000000000000000, 0.00000000000000000000
731112.29548857850022614002, 0.00000000000000000000, 0.00000000000000000000
731112.29560431919526308775, 0.00000000000000000000, 0.00000000000000000000
731112.29572005989030003548, 0.00000000000000000000, 0.00000000000000000000
731112.29583580058533698320, 0.00000000000000000000, 0.00000000000000000000
731112.29595154128037393093, 0.00000000000000000000, 0.00000000000000000000
731112.29606728197541087866, 0.00000000000000000000, 0.00000000000000000000
731112.29618302267044782639, 0.00000000000000000000, 0.00000000000000000000
731112.29629876336548477411, 0.00000000000000000000, 0.00000000000000000000
731112.29641450406052172184, 0.00000000000000000000, 0.00000000000000000000
731112.29653024475555866957, 0.00000000000000000000, 0.00000000000000000000
731112.29664598545059561729, 0.00000000000000000000, 0.00000000000000000000
731112.29676172614563256502, 0.00000000000000000000, 0.00000000000000000000
731112.29687746684066951275, 0.00000000000000000000, 0.00000000000000000000
731112.29699320753570646048, 0.00000000000000000000, 0.00000000000000000000
731112.29710894823074340820, 0.00000000000000000000, 0.00000000000000000000
731112.29722468892578035593, 0.00000000000000000000, 0.00000000000000000000
731112.29734042962081730366, 0.00000000000000000000, 0.00000000000000000000
731112.29745617031585425138, 0.00000000000000000000, 0.00000000000000000000
731112.29757191101089119911, 0.00000000000000000000, 0.00000000000000000000
731112.29768765170592814684, 0.00000000000000000000, 0.00000000000000000000
731112.29780339240096509457, 0.00000000000000000000, 0.00000000000000000000
731112.29791913309600204229, 0.00000000000000000000, 0.00000000000000000000
731112.29803487379103899002, 0.00000000000000000000, 0.00000000000000000000
731112.29815061448607593775, 0.00000000000000000000, 0.00000000000000000000
731112.29826635518111288548, 0.00000000000000000000, 0.00000000000000000000
731112.29838209587614983320, 0.00000000000000000000, 0.00000000000000000000
731112.29849783657118678093, 0.00000000000000000000, 0.00000000000000000000
731112.29861357726622372866, 0.00000000000000000000, 0.00000000000000000000
731112.29872931796126067638, 0.00000000000000000000, 0.00000000000000000000
731112.29884505865629762411, 0.00000000000000000000, 0.00000000000000000000
731112.29896079935133457184, 0.00000000000000000000, 0.00000000000000000000
731112.29907654004637151957, 0.00000000000000000000, 0.00000000000000000000
731112.29919228074140846729, 0.00000000000000000000, 0.00000000000000000000
731112.29930802143644541502, 0.00000000000000000000, 0.00000000000000000000
731112.29942376213148236275, 0.00000000000000000000, 0.00000000000000000000
731112.29953950282651931047, 0.00000000000000000000, 0.00000000000000000000
731112.29965524352155625820, 0.00000000000000000000, 0.00000000000000000000
731112.29977098421659320593, 0.00000000000000000000, 0.00000000000000000000
731112.29988672491163015366, 0.00000000000000000000, 0.00000000000000000000
731112.30000246560666710138, 0.00000000000000000000, 0.00000000000000000000
731112.30011820630170404911, 0.00000000000000000000, 0.00000000000000000000
731112.30023394699674099684, 0.00000000000000000000, 0.00000000000000000000
731112.30034968769177794456, 0.00000000000000000000, 0.00000000000000000000
731112.30046542838681489229, 0.00000000000000000000, 0.00000000000000000000
731112.30058116908185184002, 0.00000000000000000000, 0.00000000000000000000
731112.30069690977688878775, 0.00000000000000000000, 0.00000000000000000000
731112.30081265047192573547, 0.00000000000000000000, 0.00000000000000000000
731112.30092839116696268320, 0.00000000000000000000, 0.00000000000000000000
731112.30104413186199963093, 0.00000000000000000000, 0.00000000000000000000
731112.30115987255703657866, 0.00000000000000000000, 0.00000000000000000000
731112.30127561325207352638, 0.00000000000000000000, 0.00000000000000000000
731112.30139135394711047411, 0.00000000000000000000, 0.00000000000000000000
731112.30150709464214742184, 0.00000000000000000000, 0.00000000000000000000
731112.30162283533718436956, 0.00000000000000000000, 0.00000000000000000000
731112.30173857603222131729, 0.00000000000000000000, 0.00000000000000000000
731112.30185431672725826502, 0.00000000000000000000, 0.00000000000000000000
731112.30197005742229521275, 0.00000000000000000000, 0.00000000000000000000
731112.30208579811733216047, 0.00000000000000000000, 0.00000000000000000000
731112.30220153881236910820, 0.00000000000000000000, 0.00000000000000000000
731112.30231727950740605593, 0.00000000000000000000, 0.00000000000000000000
731112.30243302020244300365, 0.00000000000000000000, 0.00000000000000000000
731112.30254876089747995138, 0.00000000000000000000, 0.00000000000000000000
731112.30266450159251689911, 0.00000000000000000000, 0.00000000000000000000
731112.30278024228755384684, 0.00000000000000000000, 0.00000000000000000000
731112.30289598298259079456, 0.00000000000000000000, 0.00000000000000000000
731112.30301172367762774229, 0.00000000000000000000, 0.00000000000000000000
731112.30312746437266469002, 0.00000000000000000000, 0.00000000000000000000
731112.30324320506770163774, 0.00000000000000000000, 0.00000000000000000000
731112.30335894576273858547, 0.00000000000000000000, 0.00000000000000000000
731112.30347468645777553320, 0.00000000000000000000, 0.00000000000000000000
731112.30359042715281248093, 0.00000000000000000000, 0.00000000000000000000
731112.30370616784784942865, 0.00000000000000000000, 0.00000000000000000000
731112.30382190854288637638, 0.00000000000000000000, 0.00000000000000000000
731112.30393764923792332411, 0.00000000000000000000, 0.00000000000000000000
731112.30405338993296027184, 0.00000000000000000000, 0.00000000000000000000
731112.30416913062799721956, 0.00000000000000000000, 0.00000000000000000000
731112.30428487132303416729, 0.00000000000000000000, 0.00000000000000000000
731112.30440061201807111502, 0.00000000000000000000, 0.00000000000000000000
731112.30451635271310806274, 0.00000000000000000000, 0.00000000000000000000
731112.30463209340814501047, 0.00000000000000000000, 0.00000000000000000000
731112.30474783410318195820, 0.00000000000000000000, 0.00000000000000000000
731112.30486357479821890593, 0.00000000000000000000, 0.00000000000000000000
731112.30497931549325585365, 0.00000000000000000000, 0.00000000000000000000
731112.30509505618829280138, 0.00000000000000000000, 0.00000000000000000000
731112.30521079688332974911, 0.00000000000000000000, 0.00000000000000000000
731112.30532653757836669683, 0.00000000000000000000, 0.00000000000000000000
731112.30544227827340364456, 0.00000000000000000000, 0.00000000000000000000
731112.30555801896844059229, 0.00000000000000000000, 0.00000000000000000000
731112.30567375966347754002, 0.00000000000000000000, 0.00000000000000000000
731112.30578950035851448774, 0.00000000000000000000, 0.00000000000000000000
731112.30590524105355143547, 0.00000000000000000000, 0.00000000000000000000
731112.30602098174858838320, 0.00000000000000000000, 0.00000000000000000000
731112.30613672244362533092, 0.00000000000000000000, 0.00000000000000000000
731112.30625246313866227865, 0.00000000000000000000, 0.00000000000000000000
731112.30636820383369922638, 0.00000000000000000000, 0.00000000000000000000
731112.30648394452873617411, 0.00000000000000000000, 0.00000000000000000000
731112.30659968522377312183, 0.00000000000000000000, 0.00000000000000000000
731112.30671542591881006956, 0.00000000000000000000, 0.00000000000000000000
731112.30683116661384701729, 0.00000000000000000000, 0.00000000000000000000
731112.30694690730888396502, 0.00000000000000000000, 0.00000000000000000000
731112.30706264800392091274, 0.00000000000000000000, 0.00000000000000000000
731112.30717838869895786047, 0.00000000000000000000, 0.00000000000000000000
731112.30729412939399480820, 0.00000000000000000000, 0.00000000000000000000
731112.30740987008903175592, 0.00000000000000000000, 0.00000000000000000000
731112.30752561078406870365, 0.00000000000000000000, 0.00000000000000000000
731112.30764135147910565138, 0.00000000000000000000, 0.00000000000000000000
731112.30775709217414259911, 0.00000000000000000000, 0.00000000000000000000
731112.30787283286917954683, 0.00000000000000000000, 0.00000000000000000000
731112.30798857356421649456, 0.00000000000000000000, 0.00000000000000000000
731112.30810431425925344229, 0.00000000000000000000, 0.00000000000000000000
731112.30822005495429039001, 0.00000000000000000000, 0.00000000000000000000
731112.30833579564932733774, 0.00000000000000000000, 0.00000000000000000000
731112.30845153634436428547, 0.00000000000000000000, 0.00000000000000000000
731112.30856727703940123320, 0.00000000000000000000, 0.00000000000000000000
731112.30868301773443818092, 0.00000000000000000000, 0.00000000000000000000
731112.30879875842947512865, 0.00000000000000000000, 0.00000000000000000000
731112.30891449912451207638, 0.00000000000000000000, 0.00000000000000000000
731112.30903023981954902411, 0.00000000000000000000, 0.00000000000000000000
731112.30914598051458597183, 0.00000000000000000000, 0.00000000000000000000
731112.30926172120962291956, 0.00000000000000000000, 0.00000000000000000000
731112.30937746190465986729, 0.00000000000000000000, 0.00000000000000000000
731112.30949320259969681501, 0.00000000000000000000, 0.00000000000000000000
731112.30960894329473376274, 0.00000000000000000000, 0.00000000000000000000
731112.30972468398977071047, 0.00000000000000000000, 0.00000000000000000000
731112.30984042468480765820, 0.00000000000000000000, 0.00000000000000000000
731112.30995616537984460592, 0.00000000000000000000, 0.00000000000000000000
731112.31007190607488155365, 0.00000000000000000000, 0.00000000000000000000
731112.31018764676991850138, 0.00000000000000000000, 0.00000000000000000000
731112.31030338746495544910, 0.00000000000000000000, 0.00000000000000000000
731112.31041912815999239683, 0.00000000000000000000, 0.00000000000000000000
731112.31053486885502934456, 0.00000000000000000000, 0.00000000000000000000
731112.31065060955006629229, 0.00000000000000000000, 0.00000000000000000000
731112.31076635024510324001, 0.00000000000000000000, 0.00000000000000000000
731112.31088209094014018774, 0.00000000000000000000, 0.00000000000000000000
731112.31099783163517713547, 0.00000000000000000000, 0.00000000000000000000
731112.31111357233021408319, 0.00000000000000000000, 0.00000000000000000000
731112.31122931302525103092, 0.00000000000000000000, 0.00000000000000000000
731112.31134505372028797865, 0.00000000000000000000, 0.00000000000000000000
731112.31146079441532492638, 0.00000000000000000000, 0.00000000000000000000
731112.31157653511036187410, 0.00000000000000000000, 0.00000000000000000000
731112.31169227580539882183, 0.00000000000000000000, 0.00000000000000000000
731112.31180801650043576956, 0.00000000000000000000, 0.00000000000000000000
731112.31192375719547271729, 0.00000000000000000000, 0.00000000000000000000
731112.31203949789050966501, 0.00000000000000000000, 0.00000000000000000000
731112.31215523858554661274, 0.00000000000000000000, 0.00000000000000000000
731112.31227097928058356047, 0.00000000000000000000, 0.00000000000000000000
731112.31238671997562050819, 0.00000000000000000000, 0.00000000000000000000
731112.31250246067065745592, 0.00000000000000000000, 0.00000000000000000000
731112.31261820136569440365, 0.00000000000000000000, 0.00000000000000000000
731112.31273394206073135138, 0.00000000000000000000, 0.00000000000000000000
731112.31284968275576829910, 0.00000000000000000000, 0.00000000000000000000
731112.31296542345080524683, 0.00000000000000000000, 0.00000000000000000000
731112.31308116414584219456, 0.00000000000000000000, 0.00000000000000000000
731112.31319690484087914228, 0.00000000000000000000, 0.00000000000000000000
731112.31331264553591609001, 0.00000000000000000000, 0.00000000000000000000
731112.31342838623095303774, 0.00000000000000000000, 0.00000000000000000000
731112.31354412692598998547, 0.00000000000000000000, 0.00000000000000000000
731112.31365986762102693319, 0.00000000000000000000, 0.00000000000000000000
731112.31377560831606388092, 0.00000000000000000000, 0.00000000000000000000
731112.31389134901110082865, 0.00000000000000000000, 0.00000000000000000000
731112.31400708970613777637, 0.00000000000000000000, 0.00000000000000000000
731112.31412283040117472410, 0.00000000000000000000, 0.00000000000000000000
731112.31423857109621167183, 0.00000000000000000000, 0.00000000000000000000
731112.31435431179124861956, 0.00000000000000000000, 0.00000000000000000000
731112.31447005248628556728, 0.00000000000000000000, 0.00000000000000000000
731112.31458579318132251501, 0.00000000000000000000, 0.00000000000000000000
731112.31470153387635946274, 0.00000000000000000000, 0.00000000000000000000
731112.31481727457139641047, 0.00000000000000000000, 0.00000000000000000000
731112.31493301526643335819, 0.00000000000000000000, 0.00000000000000000000
731112.31504875596147030592, 0.00000000000000000000, 0.00000000000000000000
731112.31516449665650725365, 0.00000000000000000000, 0.00000000000000000000
731112.31528023735154420137, 0.00000000000000000000, 0.00000000000000000000
731112.31539597804658114910, 0.00000000000000000000, 0.00000000000000000000
731112.31551171874161809683, 0.00000000000000000000, 0.00000000000000000000
731112.31562745943665504456, 0.00000000000000000000, 0.00000000000000000000
731112.31574320013169199228, 0.00000000000000000000, 0.00000000000000000000
731112.31585894082672894001, 0.00000000000000000000, 0.00000000000000000000
731112.31597468152176588774, 0.00000000000000000000, 0.00000000000000000000
731112.31609042221680283546, 0.00000000000000000000, 0.00000000000000000000
731112.31620616291183978319, 0.00000000000000000000, 0.00000000000000000000
731112.31632190360687673092, 0.00000000000000000000, 0.00000000000000000000
731112.31643764430191367865, 0.00000000000000000000, 0.00000000000000000000
731112.31655338499695062637, 0.00000000000000000000, 0.00000000000000000000
731112.31666912569198757410, 0.00000000000000000000, 0.00000000000000000000
731112.31678486638702452183, 0.00000000000000000000, 0.00000000000000000000
731112.31690060708206146955, 0.00000000000000000000, 0.00000000000000000000
731112.31701634777709841728, 0.00000000000000000000, 0.00000000000000000000
731112.31713208847213536501, 0.00000000000000000000, 0.00000000000000000000
731112.31724782916717231274, 0.00000000000000000000, 0.00000000000000000000
731112.31736356986220926046, 0.00000000000000000000, 0.00000000000000000000
731112.31747931055724620819, 0.00000000000000000000, 0.00000000000000000000
731112.31759505125228315592, 0.00000000000000000000, 0.00000000000000000000
731112.31771079194732010365, 0.00000000000000000000, 0.00000000000000000000
731112.31782653264235705137, 0.00000000000000000000, 0.00000000000000000000
731112.31794227333739399910, 0.00000000000000000000, 0.00000000000000000000
731112.31805801403243094683, 0.00000000000000000000, 0.00000000000000000000
731112.31817375472746789455, 0.00000000000000000000, 0.00000000000000000000
731112.31828949542250484228, 0.00000000000000000000, 0.00000000000000000000
731112.31840523611754179001, 0.00000000000000000000, 0.00000000000000000000
731112.31852097681257873774, 0.00000000000000000000, 0.00000000000000000000
731112.31863671750761568546, 0.00000000000000000000, 0.00000000000000000000
731112.31875245820265263319, 0.00000000000000000000, 0.00000000000000000000
731112.31886819889768958092, 0.00000000000000000000, 0.00000000000000000000
731112.31898393959272652864, 0.00000000000000000000, 0.00000000000000000000
731112.31909968028776347637, 0.00000000000000000000, 0.00000000000000000000
731112.31921542098280042410, 0.00000000000000000000, 0.00000000000000000000
731112.31933116167783737183, 0.00000000000000000000, 0.00000000000000000000
731112.31944690237287431955, 0.00000000000000000000, 0.00000000000000000000
731112.31956264306791126728, 0.00000000000000000000, 0.00000000000000000000
731112.31967838376294821501, 0.00000000000000000000, 0.00000000000000000000
731112.31979412445798516273, 0.00000000000000000000, 0.00000000000000000000
731112.31990986515302211046, 0.00000000000000000000, 0.00000000000000000000
